skill,problem_id,user_id,assignment_id,assistment_id,start_time,end_time,problem_type,original,correct,hint_count
Box and Whisker,28913,70431,175946,24731,44:53.7,45:38.1,choose_1,1,0,0
Box and Whisker,28916,70431,175946,24734,45:40.0,45:49.7,fill_in_1,1,1,0
Box and Whisker,36843,70432,175998,27833,42:47.5,44:17.1,algebra,1,0,0
Box and Whisker,36843,70432,175999,27833,48:51.0,50:12.6,algebra,1,0,0
Box and Whisker,28913,70432,175946,24731,40:29.7,41:55.2,choose_1,1,1,0
Box and Whisker,28916,70432,175946,24734,52:25.1,53:09.9,fill_in_1,1,1,0
Box and Whisker,28915,70432,175946,24733,56:12.1,56:49.7,fill_in_1,1,1,0
Inverse Relations,4535,70432,175901,4535,37:46.5,38:51.8,choose_1,1,1,0
Inverse Relations,2213,70432,175901,2213,39:06.1,39:43.5,choose_1,1,1,0
Box and Whisker,36843,70453,176528,27833,28:05.1,30:04.7,algebra,1,0,0
Box and Whisker,36843,70454,175998,27833,27:41.1,28:22.8,algebra,1,0,0
Box and Whisker,28915,70454,175946,24733,28:07.8,30:45.4,fill_in_1,1,1,0
Box and Whisker,28913,70454,175946,24731,30:41.8,39:13.2,choose_1,1,1,0
Box and Whisker,28916,70454,175946,24734,41:35.0,43:07.2,fill_in_1,1,0,1
Box and Whisker,36843,70456,175998,27833,34:00.9,36:23.2,algebra,1,0,0
Box and Whisker,36843,70456,175999,27833,35:59.5,36:59.7,algebra,1,0,3
Box and Whisker,28915,70456,175946,24733,32:00.2,32:40.4,fill_in_1,1,1,0
Box and Whisker,28913,70456,175946,24731,33:07.4,36:07.0,choose_1,1,1,0
Box and Whisker,28916,70456,175946,24734,36:16.0,37:07.5,fill_in_1,1,1,0
Box and Whisker,36843,70460,176528,27833,26:36.8,27:25.2,algebra,1,1,0
Box and Whisker,36843,70461,175998,27833,11:25.9,12:02.3,algebra,1,0,0
Box and Whisker,36843,70461,175999,27833,11:29.8,11:59.3,algebra,1,1,0
Inverse Relations,833,70461,175901,833,01:55.2,02:08.7,choose_1,1,0,0
Inverse Relations,2213,70461,175901,2213,02:46.1,03:07.6,choose_1,1,0,0
Box and Whisker,36843,70462,175998,27833,03:36.4,07:45.2,algebra,1,0,0
Box and Whisker,36843,70462,175999,27833,50:11.1,50:32.4,algebra,1,0,1
Box and Whisker,28913,70462,175946,24731,16:07.6,17:43.6,choose_1,1,1,0
Box and Whisker,28916,70462,175946,24734,23:01.2,23:35.8,fill_in_1,1,0,1
Box and Whisker,28915,70462,175946,24733,26:13.2,27:46.8,fill_in_1,1,1,0
Box and Whisker,36843,70463,175998,27833,27:36.5,27:52.6,algebra,1,1,0
Box and Whisker,36843,70463,175999,27833,41:01.1,41:56.3,algebra,1,1,0
Box and Whisker,28915,70463,175946,24733,19:54.7,20:12.3,fill_in_1,1,1,0
Box and Whisker,28913,70463,175946,24731,20:22.2,21:18.8,choose_1,1,0,0
Box and Whisker,28916,70463,175946,24734,21:30.5,21:50.1,fill_in_1,1,0,0
Inverse Relations,833,70463,175992,833,44:52.9,45:25.9,choose_1,1,0,0
Inverse Relations,4535,70463,175901,4535,41:07.2,41:11.8,choose_1,1,0,0
Inverse Relations,2213,70463,175901,2213,42:07.0,42:27.5,choose_1,1,1,0
Inverse Relations,882,70463,175901,882,44:01.2,44:18.6,choose_1,1,0,0
Inverse Relations,833,70463,175901,833,44:43.4,44:57.8,choose_1,1,0,0
Box and Whisker,36843,70465,175998,27833,28:10.9,28:50.0,algebra,1,0,0
Box and Whisker,36843,70465,175999,27833,51:22.7,52:20.7,algebra,1,1,0
Inverse Relations,833,70465,175901,833,16:54.3,41:26.1,choose_1,1,0,0
Box and Whisker,28913,70465,175946,24731,27:40.7,30:57.8,choose_1,1,0,0
Box and Whisker,28916,70465,175946,24734,39:33.4,40:22.4,fill_in_1,1,0,4
Box and Whisker,28915,70465,175946,24733,41:27.5,41:58.5,fill_in_1,1,1,0
Inverse Relations,4535,70465,175901,4535,41:52.4,42:11.8,choose_1,1,0,0
Inverse Relations,882,70465,175901,882,45:03.5,45:54.0,choose_1,1,1,0
Inverse Relations,2213,70465,175901,2213,45:47.7,46:05.2,choose_1,1,1,0
Box and Whisker,36843,70466,175998,27833,13:53.7,14:32.3,algebra,1,1,0
Box and Whisker,36843,70466,175999,27833,50:22.9,51:02.5,algebra,1,1,0
Box and Whisker,28913,70466,175946,24731,16:27.5,19:31.4,choose_1,1,0,0
Box and Whisker,28916,70466,175946,24734,28:27.6,32:57.1,fill_in_1,1,0,1
Box and Whisker,28915,70466,175946,24733,33:46.9,34:18.9,fill_in_1,1,1,0
Box and Whisker,36843,70469,175998,27833,15:03.9,16:23.5,algebra,1,0,0
Box and Whisker,36843,70469,175999,27833,52:37.9,52:49.4,algebra,1,1,0
Box and Whisker,28916,70469,175946,24734,21:51.0,22:42.1,fill_in_1,1,0,0
Box and Whisker,28913,70469,175946,24731,25:59.6,28:02.6,choose_1,1,0,0
Box and Whisker,28915,70469,175946,24733,28:33.7,28:59.3,fill_in_1,1,1,0
Inverse Relations,2213,70469,175901,2213,40:27.0,41:34.3,choose_1,1,0,0
Inverse Relations,882,70469,175901,882,43:45.5,44:27.1,choose_1,1,0,0
Inverse Relations,4535,70469,175901,4535,55:07.7,55:38.1,choose_1,1,0,0
Inverse Relations,833,70469,175901,833,56:30.5,56:49.9,choose_1,1,1,0
Box and Whisker,36843,70470,176528,27833,49:12.7,50:31.3,algebra,1,0,0
Box and Whisker,36843,70470,176529,27833,59:21.9,59:45.8,algebra,1,1,0
Box and Whisker,36843,70471,176528,27833,46:11.7,47:45.5,algebra,1,0,0
Box and Whisker,36843,70471,176529,27833,47:34.3,48:20.4,algebra,1,1,0
Congruence,4468,70471,176419,4468,53:00.9,55:19.0,algebra,1,0,0
Box and Whisker,36843,70472,176528,27833,43:51.6,44:45.5,algebra,1,0,0
Inverse Relations,882,70472,176451,882,19:00.7,19:37.4,choose_1,1,0,0
Inverse Relations,833,70472,176451,833,19:51.1,20:34.9,choose_1,1,0,0
Inverse Relations,2213,70472,176451,2213,27:08.5,27:23.1,choose_1,1,0,0
Box and Whisker,36843,70492,176528,27833,39:44.5,41:07.0,algebra,1,1,0
Box and Whisker,36843,70492,176529,27833,03:13.3,32:38.4,algebra,1,0,3
Inverse Relations,882,70492,176451,882,10:40.7,10:57.0,choose_1,1,0,0
Inverse Relations,833,70492,176451,833,11:25.0,11:35.7,choose_1,1,0,0
Box and Whisker,36843,70493,176528,27833,41:55.2,43:27.9,algebra,1,1,0
Inverse Relations,2213,70493,176451,2213,07:22.7,07:39.0,choose_1,1,0,0
Inverse Relations,833,70493,176451,833,08:35.7,08:57.1,choose_1,1,0,0
Inverse Relations,882,70493,176451,882,25:04.8,25:34.4,choose_1,1,0,0
Inverse Relations,8718,70493,176451,8718,31:03.0,31:20.3,choose_1,1,1,0
Box and Whisker,36843,70494,176528,27833,41:03.2,41:58.8,algebra,1,1,0
Box and Whisker,36843,70494,176529,27833,47:56.3,48:09.0,algebra,1,1,0
Box and Whisker,36843,70496,176528,27833,40:33.7,41:54.4,algebra,1,1,0
Box and Whisker,36843,70497,176528,27833,30:32.6,31:39.2,algebra,1,0,0
Inverse Relations,2213,70497,176451,2213,11:37.1,12:13.5,choose_1,1,1,0
Inverse Relations,833,70497,176451,833,12:14.3,17:08.7,choose_1,1,0,0
Box and Whisker,36843,70498,176528,27833,38:14.8,39:38.4,algebra,1,0,0
Box and Whisker,36843,70498,176529,27833,28:53.9,29:18.5,algebra,1,1,0
Box and Whisker,36843,70499,175998,27833,42:35.6,43:17.3,algebra,1,0,0
Box and Whisker,36843,70499,175999,27833,25:11.5,27:07.3,algebra,1,1,0
Box and Whisker,36843,70500,175998,27833,35:38.9,36:36.6,algebra,1,0,0
Box and Whisker,36843,70500,175999,27833,47:21.8,47:48.5,algebra,1,1,0
Box and Whisker,28916,70500,175946,24734,17:16.6,19:08.2,fill_in_1,1,1,0
Box and Whisker,28913,70500,175946,24731,22:14.6,23:14.3,choose_1,1,0,0
Box and Whisker,28915,70500,175946,24733,23:33.7,23:54.1,fill_in_1,1,1,0
Box and Whisker,36843,70501,175998,27833,32:04.9,32:35.5,algebra,1,0,0
Box and Whisker,36843,70501,175999,27833,52:25.9,53:01.4,algebra,1,1,0
Box and Whisker,28913,70501,175946,24731,17:31.1,24:07.8,choose_1,1,1,0
Box and Whisker,28916,70501,175946,24734,26:37.6,28:07.6,fill_in_1,1,1,0
Box and Whisker,28915,70501,175946,24733,28:46.7,29:25.4,fill_in_1,1,1,0
Box and Whisker,36843,70502,175998,27833,52:15.6,53:32.3,algebra,1,0,0
Box and Whisker,36843,70502,175999,27833,50:44.0,50:51.5,algebra,1,1,0
Box and Whisker,28915,70502,175946,24733,18:07.7,18:35.3,fill_in_1,1,1,0
Box and Whisker,28913,70502,175946,24731,18:36.8,19:43.6,choose_1,1,0,0
Box and Whisker,28916,70502,175946,24734,20:58.0,22:02.8,fill_in_1,1,0,0
Inverse Relations,882,70502,175901,882,49:45.2,50:34.9,choose_1,1,0,0
Inverse Relations,4535,70502,175901,4535,51:01.7,51:17.0,choose_1,1,1,0
Inverse Relations,2213,70502,175901,2213,51:18.3,52:05.7,choose_1,1,0,0
Box and Whisker,36843,70503,175998,27833,46:16.6,47:11.1,algebra,1,0,0
Box and Whisker,36843,70503,175999,27833,30:47.6,31:58.1,algebra,1,1,0
Box and Whisker,28915,70503,175946,24733,28:32.1,29:31.7,fill_in_1,1,0,4
Box and Whisker,28913,70503,175946,24731,29:33.3,30:36.3,choose_1,1,0,0
Box and Whisker,28916,70503,175946,24734,30:39.0,30:56.4,fill_in_1,1,1,0
Box and Whisker,36843,70504,176528,27833,55:24.9,56:17.8,algebra,1,1,0
Box and Whisker,36843,70506,176528,27833,57:45.1,59:12.8,algebra,1,0,0
Box and Whisker,36843,70507,175998,27833,45:30.2,45:49.8,algebra,1,0,0
Box and Whisker,36843,70507,175999,27833,59:53.1,59:58.3,algebra,1,1,0
Box and Whisker,28916,70507,175946,24734,18:18.3,19:20.8,fill_in_1,1,1,0
Box and Whisker,28913,70507,175946,24731,25:28.9,26:07.1,choose_1,1,1,0
Box and Whisker,28915,70507,175946,24733,26:14.6,26:35.4,fill_in_1,1,1,0
Box and Whisker,36843,70508,175998,27833,42:26.3,42:58.7,algebra,1,0,0
Box and Whisker,36843,70508,175999,27833,26:26.3,26:56.0,algebra,1,0,3
Box and Whisker,28913,70508,175946,24731,06:07.6,10:51.3,choose_1,1,0,3
Box and Whisker,28916,70508,175946,24734,10:53.9,14:17.3,fill_in_1,1,0,4
Box and Whisker,28915,70508,175946,24733,20:51.8,22:16.7,fill_in_1,1,0,4
Box and Whisker,36843,70509,175998,27833,44:09.0,44:15.7,algebra,1,0,0
Box and Whisker,28915,70509,175946,24733,12:32.7,13:06.5,fill_in_1,1,1,0
Box and Whisker,28913,70509,175946,24731,13:09.6,14:32.3,choose_1,1,0,4
Box and Whisker,28916,70509,175946,24734,15:05.5,15:21.5,fill_in_1,1,1,0
Box and Whisker,36843,70509,175999,27833,46:40.5,46:50.2,algebra,1,1,0
Inverse Relations,833,70509,175901,833,42:18.2,42:23.6,choose_1,1,0,0
Inverse Relations,4535,70509,175901,4535,42:47.2,43:03.6,choose_1,1,1,0
Inverse Relations,882,70509,175901,882,45:46.8,46:15.3,choose_1,1,0,0
Inverse Relations,2213,70509,175901,2213,46:10.8,46:23.5,choose_1,1,0,0
Box and Whisker,36843,70514,175998,27833,50:18.5,50:40.2,algebra,1,0,0
Box and Whisker,36843,70514,175999,27833,30:59.0,31:19.7,algebra,1,1,0
Inverse Relations,833,70514,175901,833,42:25.7,43:43.1,choose_1,1,0,0
Inverse Relations,4535,70514,175901,4535,44:28.0,47:22.2,choose_1,1,0,0
Inverse Relations,882,70514,175901,882,53:27.8,54:10.0,choose_1,1,0,0
Box and Whisker,36843,70515,175998,27833,42:49.1,45:07.2,algebra,1,0,0
Box and Whisker,36843,70515,175999,27833,32:36.5,32:51.4,algebra,1,1,0
Box and Whisker,28913,70515,175946,24731,07:39.6,12:36.3,choose_1,1,1,0
Box and Whisker,28916,70515,175946,24734,14:14.3,15:05.8,fill_in_1,1,1,0
Box and Whisker,28915,70515,175946,24733,16:10.9,16:25.5,fill_in_1,1,1,0
Box and Whisker,36843,70517,175998,27833,33:09.6,37:28.2,algebra,1,0,0
Box and Whisker,36843,70517,175999,27833,48:14.1,49:49.0,algebra,1,1,0
Box and Whisker,28913,70517,175946,24731,08:50.9,11:05.1,choose_1,1,0,1
Box and Whisker,28916,70517,175946,24734,11:35.6,13:08.7,fill_in_1,1,1,0
Box and Whisker,28915,70517,175946,24733,15:23.0,16:10.9,fill_in_1,1,1,0
Inverse Relations,2213,70517,175901,2213,50:33.1,52:06.2,choose_1,1,0,0
Inverse Relations,882,70517,175901,882,53:05.1,,choose_1,1,0,0
Box and Whisker,36843,70518,175998,27833,49:50.3,51:44.1,algebra,1,0,0
Congruence,1263,70530,177200,1263,04:08.9,05:01.7,algebra,1,0,0
Congruence,1263,70534,177200,1263,43:50.5,44:53.5,algebra,1,0,0
Congruence,1263,70534,177279,1263,22:17.4,22:41.9,algebra,1,0,0
Congruence,1263,70536,177279,1263,32:16.4,32:21.8,algebra,1,0,0
Congruence,1263,70537,177200,1263,55:57.9,56:22.4,algebra,1,0,0
Congruence,1263,70538,177200,1263,35:24.0,38:13.5,algebra,1,0,0
Congruence,1263,70540,177279,1263,35:51.9,35:58.6,algebra,1,0,0
Congruence,1263,70544,177200,1263,24:34.1,26:54.7,algebra,1,0,0
Congruence,1263,70544,177279,1263,37:34.7,38:48.0,algebra,1,0,0
Congruence,1263,70546,177200,1263,53:07.3,10:53.8,algebra,1,0,0
Inverse Relations,8718,70546,177205,8718,12:17.0,13:51.3,choose_1,1,0,0
Inverse Relations,2213,70546,177233,2213,12:23.4,12:52.9,choose_1,1,1,0
Inverse Relations,833,70546,177233,833,12:54.2,14:51.9,choose_1,1,1,0
Congruence,1263,70550,177200,1263,44:01.0,44:44.7,algebra,1,0,0
Congruence,1263,70550,177230,1263,16:49.7,18:42.3,algebra,1,0,0
Congruence,4468,70552,177221,4468,36:49.7,36:34.9,algebra,1,0,0
Congruence,1263,70555,177200,1263,21:03.1,22:20.1,algebra,1,0,0
Congruence,1263,70556,177200,1263,12:02.2,12:26.1,algebra,1,0,0
Congruence,1263,70557,177200,1263,55:35.9,57:22.3,algebra,1,0,0
Congruence,1263,70557,177279,1263,19:39.3,19:26.7,algebra,1,0,0
Congruence,1263,70558,177200,1263,54:32.4,55:44.6,algebra,1,0,0
Congruence,1263,70561,177200,1263,08:09.2,09:08.9,algebra,1,0,0
Congruence,1263,70561,177279,1263,24:32.6,26:33.6,algebra,1,0,0
Congruence,1263,70562,177200,1263,55:05.4,58:38.3,algebra,1,0,0
Congruence,1263,70564,177200,1263,22:39.3,23:27.7,algebra,1,0,0
Congruence,1263,70568,177200,1263,01:42.5,04:04.1,algebra,1,1,0
Congruence,1263,70569,177200,1263,56:44.7,58:04.2,algebra,1,0,0
Congruence,1263,70569,177279,1263,20:37.3,20:35.6,algebra,1,0,0
Congruence,1263,70571,177200,1263,29:45.6,30:37.6,algebra,1,0,0
Box and Whisker,28913,70572,177367,24731,59:24.0,00:01.2,choose_1,1,0,0
Box and Whisker,28916,70572,177367,24734,59:55.8,01:19.2,fill_in_1,1,0,1
Box and Whisker,28915,70572,177367,24733,03:00.4,18:37.6,fill_in_1,1,0,4
Box and Whisker,36843,70575,177419,27833,01:12.8,07:13.4,algebra,1,0,0
Box and Whisker,28915,70575,177367,24733,48:49.0,52:08.5,fill_in_1,1,0,3
Box and Whisker,28913,70575,177367,24731,52:21.3,52:45.5,choose_1,1,0,2
Box and Whisker,28916,70575,177367,24734,53:57.7,55:16.2,fill_in_1,1,0,3
Box and Whisker,28916,70576,177367,24734,54:00.8,55:27.5,fill_in_1,1,0,4
Box and Whisker,28915,70576,177367,24733,54:10.0,54:25.8,fill_in_1,1,0,4
Box and Whisker,28913,70576,177367,24731,54:27.9,54:36.7,choose_1,1,1,0
Box and Whisker,36843,70577,177419,27833,58:10.7,59:16.4,algebra,1,0,0
Box and Whisker,28915,70577,177367,24733,56:06.3,01:02.4,fill_in_1,1,0,2
Box and Whisker,28913,70577,177367,24731,00:59.8,01:42.2,choose_1,1,0,0
Box and Whisker,28916,70577,177367,24734,01:43.5,03:06.7,fill_in_1,1,0,1
Inverse Relations,4535,70577,177337,4535,49:18.5,49:33.8,choose_1,1,0,0
Box and Whisker,36843,70578,177419,27833,04:18.3,06:24.9,algebra,1,0,0
Box and Whisker,28916,70578,177367,24734,57:26.7,58:15.1,fill_in_1,1,1,0
Box and Whisker,28913,70578,177367,24731,02:57.3,04:01.8,choose_1,1,1,0
Box and Whisker,28915,70578,177367,24733,04:04.3,10:05.6,fill_in_1,1,1,0
Inverse Relations,4535,70578,177337,4535,37:57.9,38:57.2,choose_1,1,0,0
Congruence,1263,70581,177200,1263,23:30.1,24:53.1,algebra,1,0,0
Congruence,1263,70581,177279,1263,45:50.1,46:31.9,algebra,1,0,0
Congruence,1263,70582,177279,1263,37:27.2,37:38.0,algebra,1,0,0
Congruence,1263,70582,177200,1263,49:09.7,49:12.4,algebra,1,0,0
Congruence,1263,70583,177200,1263,27:22.3,27:52.3,algebra,1,0,0
Congruence,1263,70583,177279,1263,33:33.4,34:53.0,algebra,1,0,0
Congruence,1263,70584,177200,1263,21:20.7,23:00.3,algebra,1,0,0
Congruence,1263,70584,177279,1263,36:53.5,37:26.3,algebra,1,0,0
Congruence,1263,70585,177200,1263,49:06.9,50:52.5,algebra,1,0,0
Congruence,1263,70586,177200,1263,33:16.2,34:31.9,algebra,1,0,0
Congruence,1263,70586,177279,1263,49:15.9,49:52.8,algebra,1,0,0
Congruence,1263,70587,177200,1263,48:09.9,50:26.4,algebra,1,0,0
Congruence,1263,70587,177279,1263,55:35.3,56:11.8,algebra,1,0,0
Congruence,1263,70588,177200,1263,24:34.4,25:38.9,algebra,1,0,0
Congruence,1263,70588,177279,1263,39:43.3,40:46.0,algebra,1,0,0
Congruence,1263,70589,177200,1263,33:32.2,34:24.7,algebra,1,0,0
Congruence,1263,70589,177279,1263,48:35.9,49:19.5,algebra,1,0,0
Congruence,1263,70591,177200,1263,33:12.7,36:57.9,algebra,1,0,0
Congruence,1263,70591,177279,1263,51:32.7,53:05.8,algebra,1,0,0
Congruence,1263,70592,177200,1263,38:08.5,41:07.9,algebra,1,0,0
Congruence,1263,70592,177279,1263,48:44.8,52:05.1,algebra,1,0,0
Congruence,1263,70593,177200,1263,19:59.6,30:15.7,algebra,1,0,0
Congruence,1263,70594,177200,1263,25:39.0,31:09.4,algebra,1,0,0
Box and Whisker,36843,70597,177419,27833,07:08.2,08:15.3,algebra,1,0,0
Inverse Relations,4535,70597,177337,4535,51:35.3,52:51.1,choose_1,1,0,0
Box and Whisker,36843,70599,177419,27833,47:00.7,48:58.2,algebra,1,0,0
Box and Whisker,28915,70599,177367,24733,38:49.3,38:58.8,fill_in_1,1,1,0
Box and Whisker,28913,70599,177367,24731,39:08.7,39:50.8,choose_1,1,0,0
Box and Whisker,28916,70599,177367,24734,40:40.3,41:00.1,fill_in_1,1,1,0
Inverse Relations,4535,70599,177337,4535,47:11.1,47:26.5,choose_1,1,1,0
Box and Whisker,28916,70607,177367,24734,42:15.5,51:20.6,fill_in_1,1,0,3
Box and Whisker,28913,70607,177367,24731,02:12.6,03:30.3,choose_1,1,0,1
Box and Whisker,28915,70607,177367,24733,03:25.1,04:21.8,fill_in_1,1,1,0
Inverse Relations,8718,70613,177205,8718,30:18.1,30:42.7,choose_1,1,0,0
Congruence,1263,70623,177279,1263,56:09.2,56:24.8,algebra,1,0,0
Congruence,1263,70625,177200,1263,15:12.9,16:50.0,algebra,1,0,0
Congruence,1263,70631,177279,1263,46:16.3,47:50.8,algebra,1,0,0
Congruence,1263,70635,177230,1263,48:11.8,49:32.3,algebra,1,0,0
Congruence,1263,70642,177279,1263,50:11.9,51:03.9,algebra,1,0,0
Congruence,1263,70646,177279,1263,48:26.7,49:23.8,algebra,1,0,0
Congruence,1263,70648,177230,1263,46:10.7,47:07.5,algebra,1,0,0
Congruence,1263,70648,177279,1263,39:35.4,40:34.0,algebra,1,0,0
Congruence,1263,70650,177279,1263,49:44.0,50:46.0,algebra,1,0,0
Congruence,1263,70653,177230,1263,50:49.5,52:00.4,algebra,1,0,0
Congruence,1263,70653,177279,1263,43:34.5,44:17.9,algebra,1,0,0
Congruence,1263,70654,177279,1263,43:28.0,45:09.8,algebra,1,0,0
Congruence,1263,70655,177230,1263,03:21.1,06:02.7,algebra,1,1,0
Congruence,1263,70655,177279,1263,45:58.6,46:03.9,algebra,1,0,0
Inverse Relations,4535,70657,177451,4535,08:59.2,10:41.6,choose_1,1,1,0
Congruence,1263,70658,177423,1263,27:57.4,53:36.1,algebra,1,0,0
Inverse Relations,4535,70660,177451,4535,08:16.1,09:30.6,choose_1,1,1,0
Congruence,1263,70661,177423,1263,30:24.0,32:24.9,algebra,1,0,0
Congruence,1263,70663,177423,1263,00:50.6,01:34.6,algebra,1,0,0
Inverse Relations,4535,70663,177451,4535,40:28.5,40:34.9,choose_1,1,0,0
Area Irregular Figure,77440,70663,232370,43124,05:05.9,09:50.2,algebra,1,0,0
Congruence,1263,70664,177200,1263,08:33.4,12:06.4,algebra,1,0,0
Congruence,1263,70664,177279,1263,42:26.3,43:45.9,algebra,1,0,0
Inverse Relations,8718,70677,176979,8718,03:54.9,04:40.1,choose_1,1,0,0
Congruence,71129,70677,222890,40668,41:37.8,43:02.7,algebra,1,1,0
Congruence,71770,70677,222898,41088,53:21.4,53:26.8,algebra,1,1,0
Inverse Relations,833,70681,176984,833,24:50.3,26:57.4,choose_1,1,0,0
Inverse Relations,882,70681,176984,882,27:48.5,28:39.5,choose_1,1,0,0
Inverse Relations,2213,70681,176984,2213,26:58.5,27:52.3,choose_1,1,0,0
Inverse Relations,4535,70681,176984,4535,28:46.8,29:39.5,choose_1,1,0,0
Congruence,40345,70681,206843,28851,37:22.8,38:06.5,algebra,1,1,0
Congruence,40345,70681,206899,28851,18:57.4,35:58.6,algebra,1,1,0
Congruence,40345,70682,206843,28851,43:46.9,44:05.2,algebra,1,1,0
Congruence,71793,70682,222898,41111,42:22.3,42:30.8,algebra,1,1,0
Area Irregular Figure,77440,70682,232370,43124,47:24.8,44:30.4,algebra,1,1,0
Congruence,40345,70687,206899,28851,48:55.7,53:22.0,algebra,1,1,0
Congruence,40345,70687,206843,28851,28:49.7,30:12.0,algebra,1,1,0
Congruence,71129,70687,222890,40668,51:45.4,52:31.8,algebra,1,1,0
Congruence,71789,70687,222898,41107,01:35.3,01:40.6,algebra,1,1,0
Congruence,40345,70688,206843,28851,15:19.5,16:29.8,algebra,1,1,0
Congruence,40345,70688,206899,28851,41:43.9,59:35.7,algebra,1,1,0
Congruence,71772,70688,222898,41090,11:57.7,12:10.2,algebra,1,1,0
Area Irregular Figure,77440,70688,232370,43124,07:58.7,11:05.7,algebra,1,0,0
Area Irregular Figure,77468,70688,232370,43131,12:23.4,13:21.5,algebra,1,0,0
Area Irregular Figure,77528,70688,232370,43146,13:52.8,14:48.0,algebra,1,0,0
Area Irregular Figure,77444,70688,232370,43125,15:09.4,15:13.8,algebra,1,0,0
Area Irregular Figure,77524,70688,232370,43145,15:31.9,15:38.4,algebra,1,0,0
Area Irregular Figure,77520,70688,232370,43144,15:52.4,15:59.8,algebra,1,0,0
Area Irregular Figure,77452,70688,232370,43127,16:17.8,16:30.3,algebra,1,0,0
Area Irregular Figure,77472,70688,232370,43132,20:14.5,21:05.2,algebra,1,1,0
Area Irregular Figure,77460,70688,232370,43129,21:06.5,22:57.4,algebra,1,1,0
Area Irregular Figure,77516,70688,232370,43143,22:58.7,23:37.6,algebra,1,0,0
Area Irregular Figure,77480,70688,232370,43134,24:24.6,24:55.4,algebra,1,1,0
Area Irregular Figure,77512,70688,232370,43142,24:56.7,25:09.3,algebra,1,1,0
Area Irregular Figure,77464,70688,232370,43130,19:29.6,43:02.9,algebra,1,0,0
Area Irregular Figure,77536,70688,232370,43148,44:18.4,45:08.4,algebra,1,1,0
Area Irregular Figure,77504,70688,232370,43140,45:11.7,52:26.0,algebra,1,1,0
Area Irregular Figure,77492,70688,232370,43137,52:27.3,53:12.3,algebra,1,1,0
Congruence,71774,70691,222898,41092,58:54.6,59:00.9,algebra,1,1,0
Area Irregular Figure,77440,70691,232370,43124,43:35.8,46:45.2,algebra,1,1,0
Congruence,40345,70693,206843,28851,49:18.4,49:41.5,algebra,1,1,0
Congruence,40345,70693,11339,28851,20:41.8,22:00.1,algebra,1,1,0
Inverse Relations,4535,70695,176984,4535,36:28.9,37:51.6,choose_1,1,0,0
Inverse Relations,833,70695,176984,833,42:22.6,43:33.5,choose_1,1,0,0
Inverse Relations,2213,70695,176984,2213,04:42.0,05:40.9,choose_1,1,1,0
Inverse Relations,882,70695,176984,882,05:56.3,06:05.2,choose_1,1,0,0
Inverse Relations,882,70695,177007,882,53:20.5,53:54.9,choose_1,1,0,0
Inverse Relations,833,70695,177007,833,54:29.3,55:21.7,choose_1,1,0,0
Inverse Relations,2213,70695,177007,2213,09:43.3,11:02.4,choose_1,1,1,0
Congruence,40345,70695,206899,28851,14:22.9,15:08.4,algebra,1,1,0
Congruence,40345,70695,206843,28851,09:14.6,09:22.0,algebra,1,1,0
Congruence,71793,70695,222898,41111,02:18.4,03:24.8,algebra,1,1,0
Congruence,34333,70701,177038,26517,59:14.3,59:32.9,choose_1,1,0,0
Congruence,33736,70701,177038,26291,59:35.4,59:57.9,choose_1,1,0,0
Congruence,33746,70701,177038,26292,00:47.2,01:15.6,choose_1,1,1,0
Congruence,33654,70701,177038,26272,01:17.1,01:34.6,choose_1,1,1,0
Congruence,71774,70701,222898,41092,05:38.2,06:30.0,algebra,1,0,0
Congruence,71781,70701,222898,41099,07:38.0,07:45.4,algebra,1,1,0
Congruence,71780,70701,222898,41098,07:47.0,08:00.6,algebra,1,1,0
Congruence,71795,70701,222898,41113,08:02.5,08:06.2,algebra,1,1,0
Inverse Relations,4535,70702,176984,4535,28:30.0,28:44.2,choose_1,1,0,0
Inverse Relations,882,70702,176984,882,30:03.1,30:13.3,choose_1,1,1,0
Inverse Relations,833,70702,176984,833,37:12.4,37:33.0,choose_1,1,0,0
Inverse Relations,2213,70702,176984,2213,39:00.8,39:21.2,choose_1,1,1,0
Inverse Relations,2213,70702,177007,2213,10:01.5,10:10.8,choose_1,1,1,0
Inverse Relations,833,70702,177007,833,10:40.2,10:39.4,choose_1,1,1,0
Inverse Relations,882,70702,177007,882,08:00.8,08:39.5,choose_1,1,0,0
Inverse Relations,8718,70702,177007,8718,17:03.2,17:29.8,choose_1,1,1,0
Congruence,71776,70702,222898,41094,24:17.3,24:24.5,algebra,1,1,0
Congruence,40345,70702,206899,28851,40:33.8,41:01.5,algebra,1,1,0
Congruence,40345,70703,206843,28851,09:21.8,10:31.1,algebra,1,0,0
Congruence,40345,70703,206899,28851,18:39.1,19:57.2,algebra,1,0,3
Congruence,71784,70703,222898,41102,43:59.8,44:08.2,algebra,1,1,0
Congruence,40345,70704,206843,28851,39:44.9,40:15.1,algebra,1,0,0
Congruence,40345,70704,206899,28851,30:33.2,31:47.1,algebra,1,1,0
Congruence,71768,70704,222898,41086,22:48.9,22:55.3,algebra,1,1,0
Congruence,40345,70706,206843,28851,58:49.2,01:01.6,algebra,1,1,0
Congruence,40345,70706,206899,28851,31:49.8,32:26.3,algebra,1,1,0
Congruence,71796,70706,222898,41114,47:52.2,48:10.3,algebra,1,1,0
